	x	y	time
t_77_obs_5	980.5	173.5	77
t_77_obs_6	400.5	151.5	77
t_77_obs_7	379.5	189.5	77
t_77_obs_8	679.5	46.5	77
t_77_obs_9	98.5	505.5	77
t_77_obs_10	827.5	175.5	77
t_77_obs_11	141.5	526.5	77
t_77_obs_12	1052.5	423.5	77
t_77_obs_13	341.5	448.5	77
t_77_obs_14	791.5	407.5	77
t_77_obs_15	98.5	428.5	77
t_77_obs_16	449.5	182.5	77
t_77_obs_17	789.5	198.5	77
t_77_obs_18	891.5	575.5	77
t_77_obs_19	922.5	173.5	77
t_77_obs_20	995.5	369.5	77
t_77_obs_21	966.5	530.5	77
t_77_obs_22	1034.5	359.5	77
t_77_obs_23	1014.5	510.5	77
t_77_obs_24	670.5	24.5	77
t_77_obs_25	377.5	591.5	77
t_77_obs_26	333.5	169.5	77
t_77_obs_27	133.5	466.5	77
t_77_obs_28	796.5	159.5	77
t_77_obs_29	203.5	374.5	77
t_77_obs_30	281.5	604.5	77
t_77_obs_31	339.5	608.5	77
t_77_obs_32	1079.5	393.5	77
t_77_obs_33	342.5	492.5	77
t_77_obs_34	763.5	218.5	77
t_77_obs_35	783.5	383.5	77
t_77_obs_36	231.5	45.5	77
t_77_obs_37	292.5	287.5	77
t_77_obs_38	44.5	402.5	77
t_77_obs_39	363.5	120.5	77
t_77_obs_40	186.5	44.5	77
t_77_obs_41	453.5	416.5	77
t_77_obs_42	1067.5	361.5	77
t_77_obs_43	468.5	479.5	77
t_77_obs_44	440.5	617.5	77
t_77_obs_45	298.5	310.5	77
t_77_obs_46	1023.5	434.5	77
t_77_obs_47	228.5	351.5	77
t_77_obs_48	405.5	661.5	77
t_77_obs_49	885.5	151.5	77
t_77_obs_50	970.5	202.5	77
t_77_obs_51	925.5	259.5	77
t_77_obs_52	167.5	533.5	77
t_77_obs_53	494.5	169.5	77
t_77_obs_54	181.5	6.5	77
t_77_obs_55	411.5	411.5	77
t_77_obs_56	129.5	407.5	77
t_77_obs_57	154.5	559.5	77
t_77_obs_58	420.5	104.5	77
t_77_obs_59	1008.5	409.5	77
t_77_obs_60	412.5	597.5	77
t_77_obs_61	355.5	320.5	77
t_77_obs_62	220.5	511.5	77
t_77_obs_63	924.5	538.5	77
t_77_obs_64	963.5	590.5	77
t_77_obs_65	932.5	231.5	77
t_77_obs_66	297.5	245.5	77
t_77_obs_67	250.5	278.5	77
t_77_obs_68	549.5	375.5	77
t_77_obs_69	426.5	649.5	77
t_77_obs_70	34.5	420.5	77
t_77_obs_71	310.5	132.5	77
t_77_obs_72	880.5	220.5	77
t_77_obs_73	762.5	185.5	77
t_77_obs_74	590.5	465.5	77
t_77_obs_75	585.5	415.5	77
t_77_obs_76	755.5	412.5	77
t_77_obs_77	188.5	565.5	77
t_77_obs_78	514.5	451.5	77
t_77_obs_79	502.5	413.5	77
t_77_obs_80	968.5	487.5	77
t_77_obs_81	891.5	269.5	77
t_77_obs_82	352.5	86.5	77
t_77_obs_83	502.5	368.5	77
t_77_obs_84	157.5	612.5	77
t_77_obs_85	274.5	51.5	77
t_77_obs_86	228.5	568.5	77
t_77_obs_87	437.5	697.5	77
t_77_obs_88	934.5	470.5	77
t_77_obs_89	207.5	69.5	77
t_77_obs_90	407.5	631.5	77
t_77_obs_91	739.5	375.5	77
t_77_obs_92	1002.5	554.5	77
t_77_obs_93	231.5	634.5	77
t_77_obs_94	64.5	423.5	77
t_77_obs_95	270.5	645.5	77
t_77_obs_96	609.5	1.5	77
t_77_obs_97	475.5	147.5	77
t_77_obs_98	541.5	515.5	77
t_77_obs_99	1015.5	389.5	77
t_77_obs_100	428.5	160.5	77
t_77_obs_101	142.5	441.5	77
t_77_obs_102	267.5	310.5	77
t_77_obs_103	1047.5	377.5	77
t_77_obs_104	1045.5	404.5	77
t_77_obs_105	113.5	444.5	77
t_78_obs_0	923.5	173.5	78
t_78_obs_1	339.5	495.5	78
t_78_obs_2	817.5	226.5	78
t_78_obs_3	55.5	489.5	78
t_78_obs_4	678.5	46.5	78
t_78_obs_5	300.5	314.5	78
t_78_obs_6	341.5	451.5	78
t_78_obs_7	995.5	372.5	78
t_78_obs_8	890.5	575.5	78
t_78_obs_9	135.5	411.5	78
t_78_obs_10	374.5	591.5	78
t_78_obs_11	449.5	187.5	78
t_78_obs_12	204.5	375.5	78
t_78_obs_13	375.5	189.5	78
t_78_obs_14	666.5	24.5	78
t_78_obs_15	110.5	560.5	78
t_78_obs_16	478.5	120.5	78
t_78_obs_17	880.5	216.5	78
t_78_obs_18	585.5	416.5	78
t_78_obs_19	223.5	644.5	78
t_78_obs_20	362.5	121.5	78
t_78_obs_21	300.5	244.5	78
t_78_obs_22	980.5	172.5	78
t_78_obs_23	1002.5	413.5	78
t_78_obs_24	965.5	530.5	78
t_78_obs_25	1067.5	360.5	78
t_78_obs_26	970.5	246.5	78
t_78_obs_27	1036.5	414.5	78
t_78_obs_28	402.5	154.5	78
t_78_obs_29	43.5	403.5	78
t_78_obs_30	402.5	598.5	78
t_78_obs_31	251.5	279.5	78
t_78_obs_32	105.5	428.5	78
t_78_obs_33	494.5	170.5	78
t_78_obs_34	106.5	508.5	78
t_78_obs_35	334.5	612.5	78
t_78_obs_36	274.5	51.5	78
t_78_obs_37	779.5	385.5	78
t_78_obs_38	790.5	409.5	78
t_78_obs_39	796.5	160.5	78
t_78_obs_40	891.5	147.5	78
t_78_obs_41	1015.5	510.5	78
t_78_obs_42	408.5	424.5	78
t_78_obs_43	970.5	200.5	78
t_78_obs_44	353.5	316.5	78
t_78_obs_45	602.5	7.5	78
t_78_obs_46	205.5	73.5	78
t_78_obs_47	505.5	148.5	78
t_78_obs_48	400.5	652.5	78
t_78_obs_49	962.5	590.5	78
t_78_obs_50	450.5	419.5	78
t_78_obs_51	762.5	216.5	78
t_78_obs_52	152.5	560.5	78
t_78_obs_53	1022.5	430.5	78
t_78_obs_54	182.5	45.5	78
t_78_obs_55	970.5	486.5	78
t_78_obs_56	439.5	621.5	78
t_78_obs_57	823.5	171.5	78
t_78_obs_58	1076.5	388.5	78
t_78_obs_59	1034.5	362.5	78
t_78_obs_60	290.5	284.5	78
t_78_obs_61	467.5	479.5	78
t_78_obs_62	551.5	383.5	78
t_78_obs_63	223.5	354.5	78
t_78_obs_64	766.5	191.5	78
t_78_obs_65	307.5	134.5	78
t_78_obs_66	126.5	476.5	78
t_78_obs_67	875.5	273.5	78
t_78_obs_68	420.5	107.5	78
t_78_obs_69	334.5	171.5	78
t_78_obs_70	926.5	260.5	78
t_78_obs_71	495.5	416.5	78
t_78_obs_72	225.5	506.5	78
t_78_obs_73	511.5	452.5	78
t_78_obs_74	228.5	570.5	78
t_78_obs_75	1052.5	430.5	78
t_78_obs_76	787.5	204.5	78
t_78_obs_77	157.5	614.5	78
t_78_obs_78	736.5	375.5	78
t_78_obs_79	137.5	607.5	78
t_78_obs_80	271.5	18.5	78
t_78_obs_81	229.5	46.5	78
t_78_obs_82	166.5	537.5	78
t_78_obs_83	352.5	89.5	78
t_78_obs_84	190.5	567.5	78
t_78_obs_85	595.5	467.5	78
t_78_obs_86	276.5	616.5	78
t_78_obs_87	447.5	671.5	78
t_78_obs_88	755.5	418.5	78
t_78_obs_89	139.5	451.5	78
t_78_obs_90	930.5	539.5	78
t_78_obs_91	993.5	559.5	78
t_78_obs_92	929.5	479.5	78
t_78_obs_93	545.5	516.5	78
t_78_obs_94	148.5	528.5	78
t_78_obs_95	26.5	422.5	78
t_78_obs_96	88.5	439.5	78
t_78_obs_97	454.5	652.5	78
t_78_obs_98	184.5	10.5	78
t_78_obs_99	106.5	456.5	78
t_78_obs_100	934.5	234.5	78
t_78_obs_101	1015.5	386.5	78
t_78_obs_102	428.5	648.5	78
t_78_obs_103	62.5	547.5	78
t_78_obs_104	1048.5	378.5	78
t_78_obs_105	252.5	628.5	78
t_78_obs_106	805.5	185.5	78
t_78_obs_107	474.5	149.5	78
t_78_obs_108	954.5	260.5	78
t_78_obs_109	1063.5	412.5	78
t_78_obs_110	503.5	370.5	78
t_78_obs_111	428.5	699.5	78
t_78_obs_112	912.5	556.5	78
t_78_obs_113	988.5	536.5	78
t_78_obs_114	47.5	423.5	78
t_79_obs_0	813.5	228.5	79
t_79_obs_1	377.5	186.5	79
t_79_obs_2	339.5	452.5	79
t_79_obs_3	373.5	592.5	79
t_79_obs_4	892.5	575.5	79
t_79_obs_5	1040.5	406.5	79
t_79_obs_6	478.5	118.5	79
t_79_obs_7	110.5	555.5	79
t_79_obs_8	921.5	173.5	79
t_79_obs_9	440.5	613.5	79
t_79_obs_10	978.5	172.5	79
t_79_obs_11	299.5	311.5	79
t_79_obs_12	281.5	607.5	79
t_79_obs_13	1026.5	445.5	79
t_79_obs_14	767.5	203.5	79
t_79_obs_15	340.5	495.5	79
t_79_obs_16	757.5	183.5	79
t_79_obs_17	204.5	375.5	79
t_79_obs_18	995.5	369.5	79
t_79_obs_19	50.5	490.5	79
t_79_obs_20	304.5	132.5	79
t_79_obs_21	1012.5	507.5	79
t_79_obs_22	268.5	39.5	79
t_79_obs_23	450.5	187.5	79
t_79_obs_24	1079.5	392.5	79
t_79_obs_25	964.5	531.5	79
t_79_obs_26	228.5	568.5	79
t_79_obs_27	110.5	507.5	79
t_79_obs_28	223.5	354.5	79
t_79_obs_29	1001.5	408.5	79
t_79_obs_30	792.5	195.5	79
t_79_obs_31	183.5	42.5	79
t_79_obs_32	404.5	599.5	79
t_79_obs_33	506.5	146.5	79
t_79_obs_34	1038.5	360.5	79
t_79_obs_35	88.5	433.5	79
t_79_obs_36	2.5	381.5	79
t_79_obs_37	159.5	592.5	79
t_79_obs_38	677.5	45.5	79
t_79_obs_39	777.5	386.5	79
t_79_obs_40	362.5	119.5	79
t_79_obs_41	492.5	166.5	79
t_79_obs_42	797.5	160.5	79
t_79_obs_43	1068.5	359.5	79
t_79_obs_44	93.5	410.5	79
t_79_obs_45	585.5	411.5	79
t_79_obs_46	1051.5	423.5	79
t_79_obs_47	130.5	448.5	79
t_79_obs_48	334.5	613.5	79
t_79_obs_49	154.5	557.5	79
t_79_obs_50	227.5	645.5	79
t_79_obs_51	444.5	415.5	79
t_79_obs_52	229.5	45.5	79
t_79_obs_53	417.5	100.5	79
t_79_obs_54	406.5	675.5	79
t_79_obs_55	253.5	277.5	79
t_79_obs_56	924.5	537.5	79
t_79_obs_57	1000.5	552.5	79
t_79_obs_58	143.5	527.5	79
t_79_obs_59	763.5	225.5	79
t_79_obs_60	899.5	138.5	79
t_79_obs_61	964.5	588.5	79
t_79_obs_62	473.5	482.5	79
t_79_obs_63	820.5	164.5	79
t_79_obs_64	125.5	476.5	79
t_79_obs_65	405.5	643.5	79
t_79_obs_66	928.5	478.5	79
t_79_obs_67	167.5	530.5	79
t_79_obs_68	879.5	220.5	79
t_79_obs_69	965.5	481.5	79
t_79_obs_70	131.5	411.5	79
t_79_obs_71	353.5	85.5	79
t_79_obs_72	553.5	370.5	79
t_79_obs_73	929.5	260.5	79
t_79_obs_74	209.5	73.5	79
t_79_obs_75	87.5	533.5	79
t_79_obs_76	967.5	264.5	79
t_79_obs_77	270.5	19.5	79
t_79_obs_78	792.5	405.5	79
t_79_obs_79	46.5	405.5	79
t_79_obs_80	511.5	453.5	79
t_79_obs_81	300.5	245.5	79
t_79_obs_82	395.5	156.5	79
t_79_obs_83	663.5	22.5	79
t_79_obs_84	270.5	637.5	79
t_79_obs_85	891.5	264.5	79
t_79_obs_86	972.5	201.5	79
t_79_obs_87	503.5	374.5	79
t_79_obs_88	930.5	229.5	79
t_79_obs_89	435.5	647.5	79
t_79_obs_90	225.5	503.5	79
t_79_obs_91	348.5	321.5	79
t_79_obs_92	447.5	667.5	79
t_79_obs_93	188.5	566.5	79
t_79_obs_94	287.5	288.5	79
t_79_obs_95	333.5	169.5	79
t_79_obs_96	732.5	376.5	79
t_79_obs_97	183.5	14.5	79
t_79_obs_98	25.5	418.5	79
t_79_obs_99	589.5	467.5	79
t_79_obs_100	489.5	419.5	79
t_79_obs_101	429.5	158.5	79
t_79_obs_102	415.5	413.5	79
t_79_obs_103	755.5	418.5	79
t_79_obs_104	550.5	513.5	79
t_79_obs_105	432.5	697.5	79
t_79_obs_106	812.5	360.5	79
t_79_obs_107	1055.5	380.5	79
t_79_obs_108	136.5	606.5	79
t_79_obs_109	873.5	274.5	79
t_79_obs_110	810.5	185.5	79
t_79_obs_111	965.5	244.5	79
t_79_obs_112	478.5	146.5	79
t_79_obs_113	274.5	464.5	79
t_79_obs_114	1016.5	384.5	79
t_79_obs_115	1021.5	422.5	79
t_80_obs_0	451.5	188.5	80
t_80_obs_1	474.5	117.5	80
t_80_obs_2	341.5	452.5	80
t_80_obs_3	892.5	577.5	80
t_80_obs_4	996.5	369.5	80
t_80_obs_5	761.5	186.5	80
t_80_obs_6	815.5	226.5	80
t_80_obs_7	1013.5	509.5	80
t_80_obs_8	1038.5	408.5	80
t_80_obs_9	493.5	163.5	80
t_80_obs_10	978.5	171.5	80
t_80_obs_11	760.5	220.5	80
t_80_obs_12	790.5	196.5	80
t_80_obs_13	364.5	120.5	80
t_80_obs_14	228.5	567.5	80
t_80_obs_15	1053.5	384.5	80
t_80_obs_16	966.5	483.5	80
t_80_obs_17	381.5	186.5	80
t_80_obs_18	925.5	171.5	80
t_80_obs_19	1059.5	427.5	80
t_80_obs_20	679.5	44.5	80
t_80_obs_21	337.5	612.5	80
t_80_obs_22	300.5	311.5	80
t_80_obs_23	182.5	13.5	80
t_80_obs_24	57.5	489.5	80
t_80_obs_25	109.5	510.5	80
t_80_obs_26	1038.5	356.5	80
t_80_obs_27	1006.5	410.5	80
t_80_obs_28	874.5	272.5	80
t_80_obs_29	586.5	412.5	80
t_80_obs_30	403.5	638.5	80
t_80_obs_31	130.5	472.5	80
t_80_obs_32	230.5	44.5	80
t_80_obs_33	202.5	374.5	80
t_80_obs_34	355.5	326.5	80
t_80_obs_35	401.5	152.5	80
t_80_obs_36	185.5	50.5	80
t_80_obs_37	794.5	407.5	80
t_80_obs_38	422.5	106.5	80
t_80_obs_39	151.5	515.5	80
t_80_obs_40	816.5	158.5	80
t_80_obs_41	510.5	454.5	80
t_80_obs_42	929.5	479.5	80
t_80_obs_43	298.5	245.5	80
t_80_obs_44	439.5	617.5	80
t_80_obs_45	89.5	435.5	80
t_80_obs_46	110.5	557.5	80
t_80_obs_47	875.5	219.5	80
t_80_obs_48	732.5	377.5	80
t_80_obs_49	132.5	447.5	80
t_80_obs_50	1028.5	447.5	80
t_80_obs_51	228.5	356.5	80
t_80_obs_52	964.5	528.5	80
t_80_obs_53	792.5	157.5	80
t_80_obs_54	158.5	553.5	80
t_80_obs_55	924.5	537.5	80
t_80_obs_56	899.5	135.5	80
t_80_obs_57	131.5	405.5	80
t_80_obs_58	974.5	201.5	80
t_80_obs_59	432.5	699.5	80
t_80_obs_60	210.5	72.5	80
t_80_obs_61	268.5	44.5	80
t_80_obs_62	406.5	598.5	80
t_80_obs_63	309.5	134.5	80
t_80_obs_64	755.5	419.5	80
t_80_obs_65	355.5	87.5	80
t_80_obs_66	601.5	2.5	80
t_80_obs_67	1.5	380.5	80
t_80_obs_68	1079.5	391.5	80
t_80_obs_69	251.5	280.5	80
t_80_obs_70	985.5	540.5	80
t_80_obs_71	955.5	258.5	80
t_80_obs_72	337.5	497.5	80
t_80_obs_73	372.5	590.5	80
t_80_obs_74	475.5	484.5	80
t_80_obs_75	334.5	170.5	80
t_80_obs_76	529.5	492.5	80
t_80_obs_77	280.5	604.5	80
t_80_obs_78	983.5	256.5	80
t_80_obs_79	928.5	260.5	80
t_80_obs_80	403.5	679.5	80
t_80_obs_81	225.5	511.5	80
t_80_obs_82	95.5	410.5	80
t_80_obs_83	186.5	567.5	80
t_80_obs_84	271.5	20.5	80
t_80_obs_85	175.5	518.5	80
t_80_obs_86	291.5	293.5	80
t_80_obs_87	929.5	229.5	80
t_80_obs_88	484.5	422.5	80
t_80_obs_89	1071.5	365.5	80
t_80_obs_90	963.5	586.5	80
t_80_obs_91	1098.5	22.5	80
t_80_obs_92	23.5	424.5	80
t_80_obs_93	547.5	387.5	80
t_80_obs_94	996.5	560.5	80
t_80_obs_95	49.5	406.5	80
t_80_obs_96	591.5	470.5	80
t_80_obs_97	774.5	386.5	80
t_80_obs_98	548.5	515.5	80
t_80_obs_99	444.5	413.5	80
t_80_obs_100	216.5	651.5	80
t_80_obs_101	446.5	664.5	80
t_80_obs_102	66.5	550.5	80
t_80_obs_103	158.5	614.5	80
t_80_obs_104	412.5	440.5	80
t_80_obs_105	505.5	374.5	80
t_80_obs_106	430.5	651.5	80
t_80_obs_107	478.5	149.5	80
t_80_obs_108	551.5	347.5	80
t_80_obs_109	1020.5	428.5	80
t_80_obs_110	814.5	361.5	80
t_80_obs_111	275.5	464.5	80
t_80_obs_112	84.5	533.5	80
t_80_obs_113	289.5	626.5	80
t_80_obs_114	105.5	457.5	80
t_80_obs_115	136.5	601.5	80
t_80_obs_116	1019.5	393.5	80
t_81_obs_0	341.5	453.5	81
t_81_obs_1	504.5	151.5	81
t_81_obs_2	817.5	227.5	81
t_81_obs_3	109.5	559.5	81
t_81_obs_4	441.5	617.5	81
t_81_obs_5	995.5	367.5	81
t_81_obs_6	893.5	578.5	81
t_81_obs_7	1003.5	410.5	81
t_81_obs_8	1075.5	363.5	81
t_81_obs_9	764.5	222.5	81
t_81_obs_10	129.5	477.5	81
t_81_obs_11	1044.5	410.5	81
t_81_obs_12	337.5	498.5	81
t_81_obs_13	205.5	376.5	81
t_81_obs_14	380.5	187.5	81
t_81_obs_15	302.5	312.5	81
t_81_obs_16	980.5	168.5	81
t_81_obs_17	299.5	244.5	81
t_81_obs_18	1014.5	512.5	81
t_81_obs_19	564.5	522.5	81
t_81_obs_20	1027.5	437.5	81
t_81_obs_21	473.5	118.5	81
t_81_obs_22	328.5	607.5	81
t_81_obs_23	757.5	183.5	81
t_81_obs_24	967.5	485.5	81
t_81_obs_25	405.5	152.5	81
t_81_obs_26	281.5	604.5	81
t_81_obs_27	1044.5	356.5	81
t_81_obs_28	187.5	42.5	81
t_81_obs_29	333.5	171.5	81
t_81_obs_30	86.5	422.5	81
t_81_obs_31	274.5	44.5	81
t_81_obs_32	677.5	43.5	81
t_81_obs_33	229.5	359.5	81
t_81_obs_34	927.5	263.5	81
t_81_obs_35	967.5	530.5	81
t_81_obs_36	792.5	194.5	81
t_81_obs_37	234.5	45.5	81
t_81_obs_38	401.5	597.5	81
t_81_obs_39	130.5	401.5	81
t_81_obs_40	115.5	511.5	81
t_81_obs_41	797.5	161.5	81
t_81_obs_42	1068.5	430.5	81
t_81_obs_43	307.5	132.5	81
t_81_obs_44	367.5	120.5	81
t_81_obs_45	25.5	421.5	81
t_81_obs_46	486.5	420.5	81
t_81_obs_47	921.5	173.5	81
t_81_obs_48	985.5	256.5	81
t_81_obs_49	454.5	190.5	81
t_81_obs_50	873.5	219.5	81
t_81_obs_51	55.5	491.5	81
t_81_obs_52	902.5	133.5	81
t_81_obs_53	2.5	382.5	81
t_81_obs_54	162.5	553.5	81
t_81_obs_55	874.5	271.5	81
t_81_obs_56	585.5	417.5	81
t_81_obs_57	251.5	281.5	81
t_81_obs_58	794.5	409.5	81
t_81_obs_59	973.5	202.5	81
t_81_obs_60	511.5	450.5	81
t_81_obs_61	441.5	640.5	81
t_81_obs_62	352.5	320.5	81
t_81_obs_63	440.5	416.5	81
t_81_obs_64	925.5	538.5	81
t_81_obs_65	359.5	85.5	81
t_81_obs_66	496.5	170.5	81
t_81_obs_67	816.5	152.5	81
t_81_obs_68	270.5	636.5	81
t_81_obs_69	484.5	484.5	81
t_81_obs_70	421.5	105.5	81
t_81_obs_71	1078.5	401.5	81
t_81_obs_72	287.5	298.5	81
t_81_obs_73	754.5	416.5	81
t_81_obs_74	531.5	484.5	81
t_81_obs_75	780.5	390.5	81
t_81_obs_76	141.5	525.5	81
t_81_obs_77	210.5	74.5	81
t_81_obs_78	501.5	367.5	81
t_81_obs_79	268.5	21.5	81
t_81_obs_80	231.5	567.5	81
t_81_obs_81	927.5	229.5	81
t_81_obs_82	607.5	3.5	81
t_81_obs_83	429.5	162.5	81
t_81_obs_84	966.5	593.5	81
t_81_obs_85	445.5	660.5	81
t_81_obs_86	185.5	567.5	81
t_81_obs_87	401.5	680.5	81
t_81_obs_88	992.5	557.5	81
t_81_obs_89	932.5	471.5	81
t_81_obs_90	542.5	388.5	81
t_81_obs_91	174.5	524.5	81
t_81_obs_92	160.5	616.5	81
t_81_obs_93	477.5	148.5	81
t_81_obs_94	736.5	377.5	81
t_81_obs_95	589.5	472.5	81
t_81_obs_96	417.5	628.5	81
t_81_obs_97	816.5	363.5	81
t_81_obs_98	210.5	605.5	81
t_81_obs_99	185.5	9.5	81
t_81_obs_100	419.5	450.5	81
t_81_obs_101	367.5	592.5	81
t_81_obs_102	50.5	407.5	81
t_81_obs_103	67.5	554.5	81
t_81_obs_104	1033.5	379.5	81
t_81_obs_105	1099.5	22.5	81
t_81_obs_106	277.5	465.5	81
t_81_obs_107	802.5	319.5	81
t_81_obs_108	1047.5	432.5	81
t_81_obs_109	90.5	541.5	81
t_81_obs_110	120.5	435.5	81
t_81_obs_111	230.5	504.5	81
t_81_obs_112	291.5	630.5	81
t_81_obs_113	457.5	433.5	81
t_82_obs_0	341.5	453.5	82
t_82_obs_1	891.5	575.5	82
t_82_obs_2	761.5	185.5	82
t_82_obs_3	202.5	372.5	82
t_82_obs_4	1014.5	510.5	82
t_82_obs_5	398.5	598.5	82
t_82_obs_6	485.5	119.5	82
t_82_obs_7	819.5	229.5	82
t_82_obs_8	1047.5	349.5	82
t_82_obs_9	158.5	555.5	82
t_82_obs_10	131.5	475.5	82
t_82_obs_11	963.5	531.5	82
t_82_obs_12	281.5	605.5	82
t_82_obs_13	108.5	563.5	82
t_82_obs_14	972.5	484.5	82
t_82_obs_15	442.5	614.5	82
t_82_obs_16	337.5	502.5	82
t_82_obs_17	875.5	272.5	82
t_82_obs_18	455.5	185.5	82
t_82_obs_19	1011.5	412.5	82
t_82_obs_20	985.5	169.5	82
t_82_obs_21	1078.5	367.5	82
t_82_obs_22	385.5	188.5	82
t_82_obs_23	138.5	399.5	82
t_82_obs_24	603.5	1.5	82
t_82_obs_25	810.5	142.5	82
t_82_obs_26	271.5	47.5	82
t_82_obs_27	303.5	312.5	82
t_82_obs_28	998.5	368.5	82
t_82_obs_29	324.5	604.5	82
t_82_obs_30	975.5	202.5	82
t_82_obs_31	762.5	215.5	82
t_82_obs_32	794.5	408.5	82
t_82_obs_33	251.5	283.5	82
t_82_obs_34	369.5	119.5	82
t_82_obs_35	483.5	423.5	82
t_82_obs_36	907.5	126.5	82
t_82_obs_37	299.5	247.5	82
t_82_obs_38	94.5	434.5	82
t_82_obs_39	777.5	385.5	82
t_82_obs_40	1031.5	443.5	82
t_82_obs_41	232.5	44.5	82
t_82_obs_42	335.5	173.5	82
t_82_obs_43	955.5	170.5	82
t_82_obs_44	54.5	500.5	82
t_82_obs_45	370.5	327.5	82
t_82_obs_46	229.5	358.5	82
t_82_obs_47	108.5	516.5	82
t_82_obs_48	211.5	76.5	82
t_82_obs_49	1050.5	404.5	82
t_82_obs_50	923.5	169.5	82
t_82_obs_51	511.5	454.5	82
t_82_obs_52	171.5	534.5	82
t_82_obs_53	137.5	452.5	82
t_82_obs_54	430.5	162.5	82
t_82_obs_55	24.5	424.5	82
t_82_obs_56	187.5	46.5	82
t_82_obs_57	368.5	592.5	82
t_82_obs_58	923.5	537.5	82
t_82_obs_59	680.5	40.5	82
t_82_obs_60	143.5	607.5	82
t_82_obs_61	1069.5	429.5	82
t_82_obs_62	233.5	567.5	82
t_82_obs_63	509.5	162.5	82
t_82_obs_64	228.5	505.5	82
t_82_obs_65	310.5	131.5	82
t_82_obs_66	869.5	212.5	82
t_82_obs_67	67.5	556.5	82
t_82_obs_68	794.5	156.5	82
t_82_obs_69	993.5	556.5	82
t_82_obs_70	149.5	529.5	82
t_82_obs_71	986.5	257.5	82
t_82_obs_72	56.5	404.5	82
t_82_obs_73	757.5	419.5	82
t_82_obs_74	589.5	468.5	82
t_82_obs_75	737.5	374.5	82
t_82_obs_76	354.5	90.5	82
t_82_obs_77	434.5	652.5	82
t_82_obs_78	422.5	104.5	82
t_82_obs_79	403.5	680.5	82
t_82_obs_80	405.5	636.5	82
t_82_obs_81	964.5	582.5	82
t_82_obs_82	486.5	154.5	82
t_82_obs_83	187.5	570.5	82
t_82_obs_84	446.5	409.5	82
t_82_obs_85	928.5	260.5	82
t_82_obs_86	500.5	362.5	82
t_82_obs_87	1036.5	421.5	82
t_82_obs_88	788.5	199.5	82
t_82_obs_89	928.5	480.5	82
t_82_obs_90	527.5	489.5	82
t_82_obs_91	1079.5	391.5	82
t_82_obs_92	287.5	297.5	82
t_82_obs_93	351.5	308.5	82
t_82_obs_94	128.5	502.5	82
t_82_obs_95	928.5	229.5	82
t_82_obs_96	433.5	449.5	82
t_82_obs_97	403.5	154.5	82
t_82_obs_98	161.5	617.5	82
t_82_obs_99	475.5	481.5	82
t_82_obs_100	276.5	466.5	82
t_82_obs_101	814.5	363.5	82
t_82_obs_102	568.5	528.5	82
t_82_obs_103	273.5	21.5	82
t_82_obs_104	45.5	482.5	82
t_82_obs_105	124.5	436.5	82
t_82_obs_106	187.5	10.5	82
t_82_obs_107	542.5	392.5	82
t_82_obs_108	210.5	606.5	82
t_82_obs_109	292.5	630.5	82
t_82_obs_110	454.5	160.5	82
t_82_obs_111	10.5	385.5	82
t_82_obs_112	802.5	320.5	82
t_82_obs_113	115.5	454.5	82
t_82_obs_114	505.5	134.5	82
t_83_obs_0	269.5	47.5	83
t_83_obs_1	382.5	187.5	83
t_83_obs_2	367.5	592.5	83
t_83_obs_3	812.5	226.5	83
t_83_obs_4	982.5	174.5	83
t_83_obs_5	919.5	169.5	83
t_83_obs_6	1012.5	511.5	83
t_83_obs_7	481.5	119.5	83
t_83_obs_8	1044.5	405.5	83
t_83_obs_9	796.5	408.5	83
t_83_obs_10	108.5	562.5	83
t_83_obs_11	888.5	580.5	83
t_83_obs_12	997.5	369.5	83
t_83_obs_13	336.5	501.5	83
t_83_obs_14	399.5	596.5	83
t_83_obs_15	84.5	427.5	83
t_83_obs_16	1048.5	350.5	83
t_83_obs_17	232.5	568.5	83
t_83_obs_18	760.5	186.5	83
t_83_obs_19	342.5	455.5	83
t_83_obs_20	971.5	487.5	83
t_83_obs_21	303.5	311.5	83
t_83_obs_22	201.5	372.5	83
t_83_obs_23	1008.5	411.5	83
t_83_obs_24	765.5	220.5	83
t_83_obs_25	51.5	404.5	83
t_83_obs_26	333.5	172.5	83
t_83_obs_27	182.5	523.5	83
t_83_obs_28	444.5	619.5	83
t_83_obs_29	429.5	455.5	83
t_83_obs_30	486.5	484.5	83
t_83_obs_31	228.5	360.5	83
t_83_obs_32	913.5	121.5	83
t_83_obs_33	795.5	159.5	83
t_83_obs_34	59.5	493.5	83
t_83_obs_35	136.5	479.5	83
t_83_obs_36	808.5	199.5	83
t_83_obs_37	1028.5	444.5	83
t_83_obs_38	961.5	531.5	83
t_83_obs_39	142.5	397.5	83
t_83_obs_40	250.5	287.5	83
t_83_obs_41	357.5	88.5	83
t_83_obs_42	604.5	1.5	83
t_83_obs_43	319.5	608.5	83
t_83_obs_44	510.5	454.5	83
t_83_obs_45	22.5	424.5	83
t_83_obs_46	417.5	103.5	83
t_83_obs_47	589.5	467.5	83
t_83_obs_48	458.5	452.5	83
t_83_obs_49	494.5	156.5	83
t_83_obs_50	439.5	412.5	83
t_83_obs_51	370.5	119.5	83
t_83_obs_52	188.5	41.5	83
t_83_obs_53	779.5	389.5	83
